N°,Teléfono (marca/modelo),App Luz,App Sonido,Apps WiFi,Fecha,Hora,Biblioteca,Localidad,Dirección/Referencia,Tipo de espacio,Ocupación (personas),Evento inusual (S/N),Observaciones,Lux_1,Lux_2,Lux_3,Lux_promedio,dBA_1,dBA_2,dBA_3,dBA_prom,Bajada_1 (Mbps),Bajada_2 (Mbps),Bajada_3 (Mbps),Bajada_Mediana,Subida_1 (Mbps),Subida_2 (Mbps),Subida_3 (Mbps),Subida_mediana,archivo_fuente,hoja_fuente,Hora_dt,Franja,Lux_umbral,Cumple_Luz,Cumple_Ruido,Cumple_WiFi,Indice_Compuesto,Indice_Ponderado
32,Samsung Galaxy A26 5G ,Lux,Decibel X,Speedtest de Ookla,2026-02-14 00:00:00.000000000,13:31:00,Biblioteca Pública Virgilio Barco,Teusaquillo,Avenida Carrera 60 # 57-67,Galeria de Exposiciones,16.0,S,Clase salsa intemedia,81.0,105.0,199.0,128.33333333333334,71.3,75.1,74.9,73.76666666666667,49.4,2.95,31.2,31.2,68.1,68.0,62.2,68.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_NAVARRO-ROA.xlsx,Hoja1,2026-04-14 13:31:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
33,Samsung Galaxy A26 5G ,Lux,Decibel X,Speedtest de Ookla,2026-02-14 00:00:00.000000000,13:39:00,Biblioteca Pública Virgilio Barco,Teusaquillo,Avenida Carrera 60 # 57-67,Sonoteca area computadores,9.0,N,-,265.0,268.0,271.0,268.0,52.1,51.8,52.2,52.03333333333334,8.76,6.58,5.32,6.58,39.38,38.03,40.24,39.38,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_NAVARRO-ROA.xlsx,Hoja1,2026-04-14 13:39:00.000,Tarde,500,False,False,False,0.0,0.0
34,Samsung Galaxy A26 5G ,Lux,Decibel X,Speedtest de Ookla,2026-02-14 00:00:00.000000000,13:47:00,Biblioteca Pública Virgilio Barco,Teusaquillo,Avenida Carrera 60 # 57-67,Sonoteca area computadores,10.0,N,-,264.0,264.0,267.0,265.0,41.8,42.0,43.5,42.43333333333333,15.89,16.66,16.35,16.35,52.59,54.73,52.1,52.59,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_NAVARRO-ROA.xlsx,Hoja1,2026-04-14 13:47:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
35,Samsung Galaxy A26 5G ,Lux,Decibel X,Speedtest de Ookla,2026-02-14 00:00:00.000000000,13:52:00,Biblioteca Pública Virgilio Barco,Teusaquillo,Avenida Carrera 60 # 57-67,Sonoteca area computadores,9.0,N,-,259.0,260.0,262.0,260.3333333333333,48.1,49.5,49.0,48.86666666666667,3.55,6.21,5.28,5.28,39.88,36.9,35.81,36.9,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_NAVARRO-ROA.xlsx,Hoja1,2026-04-14 13:52:00.000,Tarde,500,False,False,False,0.0,0.0
36,Samsung Galaxy A26 5G ,Lux,Decibel X,Speedtest de Ookla,2026-02-14 00:00:00.000000000,14:03:00,Biblioteca Pública Virgilio Barco,Teusaquillo,Avenida Carrera 60 # 57-67,Sonoteca area computadores,9.0,N,-,272.0,277.0,276.0,275.0,49.7,50.3,49.1,49.699999999999996,1.82,3.63,5.41,3.63,42.29,42.44,39.46,42.29,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_NAVARRO-ROA.xlsx,Hoja1,2026-04-14 14:03:00.000,Tarde,500,False,False,False,0.0,0.0
37,Samsung Galaxy A26 5G ,Lux,Decibel X,Speedtest de Ookla,2026-02-14 00:00:00.000000000,14:11:00,Biblioteca Pública Virgilio Barco,Teusaquillo,Avenida Carrera 60 # 57-67,Sonoteca area computadores,9.0,N,-,262.0,262.0,270.0,264.6666666666667,45.8,46.0,48.9,46.9,9.85,1.69,3.3,3.3,43.51,46.29,40.85,43.51,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_NAVARRO-ROA.xlsx,Hoja1,2026-04-14 14:11:00.000,Tarde,500,False,False,False,0.0,0.0
38,Samsung Galaxy A26 5G ,Lux,Decibel X,Speedtest de Ookla,2026-02-14 00:00:00.000000000,14:19:00,Biblioteca Pública Virgilio Barco,Teusaquillo,Avenida Carrera 60 # 57-67,Sonoteca area computadores,13.0,N,-,260.0,257.0,260.0,259.0,55.6,53.9,56.6,55.36666666666667,15.81,15.96,14.88,15.81,35.08,37.24,36.01,36.01,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_NAVARRO-ROA.xlsx,Hoja1,2026-04-14 14:19:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
39,Samsung Galaxy A26 5G ,Lux,Decibel X,Speedtest de Ookla,2026-02-14 00:00:00.000000000,14:24:00,Biblioteca Pública Virgilio Barco,Teusaquillo,Avenida Carrera 60 # 57-67,Sonoteca area computadores,13.0,N,-,265.0,262.0,265.0,264.0,58.7,58.2,58.7,58.53333333333334,10.61,10.86,6.84,10.61,36.24,38.07,34.22,36.24,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_NAVARRO-ROA.xlsx,Hoja1,2026-04-14 14:24:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
40,Samsung Galaxy A26 5G ,Lux,Decibel X,Speedtest de Ookla,2026-02-14 00:00:00.000000000,14:35:00,Biblioteca Pública Virgilio Barco,Teusaquillo,Avenida Carrera 60 # 57-67,Sonoteca area computadores,11.0,N,-,256.0,258.0,260.0,258.0,53.0,55.2,54.4,54.199999999999996,2.33,4.95,3.44,3.44,34.78,35.72,36.59,35.72,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_NAVARRO-ROA.xlsx,Hoja1,2026-04-14 14:35:00.000,Tarde,500,False,False,False,0.0,0.0
41,Samsung Galaxy A26 5G ,Lux,Decibel X,Speedtest de Ookla,2026-02-14 00:00:00.000000000,14:43:00,Biblioteca Pública Virgilio Barco,Teusaquillo,Avenida Carrera 60 # 57-67,Sonoteca area computadores,11.0,N,-,266.0,269.0,266.0,267.0,46.6,45.9,45.8,46.1,6.89,9.31,6.75,6.89,57.62,58.46,57.02,57.62,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_NAVARRO-ROA.xlsx,Hoja1,2026-04-14 14:43:00.000,Tarde,500,False,False,False,0.0,0.0
42,Samsung Galaxy A26 5G ,Lux,Decibel X,Speedtest de Ookla,2026-02-14 00:00:00.000000000,14:51:00,Biblioteca Pública Virgilio Barco,Teusaquillo,Avenida Carrera 60 # 57-67,Sonoteca area computadores,13.0,N,-,262.0,259.0,260.0,260.3333333333333,51.5,51.1,49.4,50.666666666666664,10.09,7.17,12.01,10.09,38.98,35.01,33.02,35.01,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_NAVARRO-ROA.xlsx,Hoja1,2026-04-14 14:51:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
1,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,14.0,15.0,14.0,14.333333333333334,68.6,68.6,89.4,75.53333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
2,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,15.0,14.0,16.0,15.0,74.7,61.5,74.7,70.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
3,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,11.0,16.0,14.0,13.666666666666666,93.2,93.2,93.2,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
4,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,16.0,17.0,15.0,16.0,85.1,85.1,85.1,85.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
5,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,22.0,14.0,17.0,17.666666666666668,89.4,89.4,89.4,89.40000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
6,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,11.0,20.0,20.0,17.0,74.7,61.5,74.7,70.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
7,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,16.0,12.0,22.0,16.666666666666668,90.0,93.2,90.0,91.06666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
8,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,15.0,15.0,14.0,14.666666666666666,71.3,85.1,71.3,75.89999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
9,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,15.0,17.0,24.0,18.666666666666668,74.5,89.4,74.5,79.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
10,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,15.0,15.0,12.0,14.0,85.1,74.7,85.1,81.63333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
11,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,15.0,16.0,15.0,15.333333333333334,89.4,90.0,89.4,89.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
12,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,15.0,18.0,14.0,15.666666666666666,74.7,71.3,74.7,73.56666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
13,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,15.0,15.0,15.0,15.0,90.0,74.5,85.1,83.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
14,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,16.0,14.0,14.0,14.666666666666666,71.3,85.1,89.4,81.93333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
15,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,14.0,16.0,20.0,16.666666666666668,74.5,89.4,74.7,79.53333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
16,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,13.0,14.0,12.0,13.0,68.6,74.7,90.0,77.76666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
17,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:58:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,14.0,16.0,15.0,15.0,61.5,85.1,71.3,72.63333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:58:00.000,Tarde,500,False,False,False,0.0,0.0
18,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,14.0,15.0,17.0,15.333333333333334,93.2,89.4,85.1,89.23333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
19,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,17.0,15.0,15.0,15.666666666666666,85.1,74.7,89.4,83.06666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
20,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,18.0,15.0,16.0,16.333333333333332,89.4,90.0,74.7,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
21,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,20.0,15.0,18.0,17.666666666666668,74.7,71.3,90.0,78.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
22,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,15.0,15.0,15.0,15.0,90.0,74.5,71.3,78.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
23,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,14.0,15.0,14.0,14.333333333333334,71.3,68.6,74.5,71.46666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
24,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,16.0,16.0,16.0,16.0,74.5,61.5,85.1,73.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
25,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,4.0,S,No habia luz,17.0,15.0,14.0,15.333333333333334,85.1,93.2,89.4,89.23333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
26,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,6.0,S,No habia luz,14.0,16.0,20.0,16.666666666666668,89.4,85.1,74.7,83.06666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
27,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,6.0,S,No habia luz,20.0,18.0,22.0,20.0,74.7,89.4,90.0,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
28,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,6.0,S,No habia luz,12.0,15.0,14.0,13.666666666666666,90.0,61.5,71.3,74.26666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
29,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,6.0,S,No habia luz,15.0,14.0,24.0,17.666666666666668,71.3,93.2,61.5,75.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
30,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,6.0,S,No habia luz,17.0,16.0,12.0,15.0,74.5,89.4,93.2,85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
31,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,6.0,S,No habia luz,15.0,14.0,15.0,14.666666666666666,68.6,74.7,85.1,76.13333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
32,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,6.0,S,No habia luz,16.0,15.0,14.0,15.0,61.5,90.0,89.4,80.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
33,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,6.0,S,No habia luz,18.0,17.0,15.0,16.666666666666668,93.2,71.3,61.5,75.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
34,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,6.0,S,No habia luz,15.0,20.0,11.0,15.333333333333334,85.1,74.5,93.2,84.26666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
35,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,6.0,S,No habia luz,14.0,22.0,16.0,17.333333333333332,89.4,85.1,85.1,86.53333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
36,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,6.0,S,No habia luz,16.0,14.0,22.0,17.333333333333332,61.5,85.1,89.4,78.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
37,oppo a80 5g,Lux,Decibel X,WiFiAnalizer,2026-02-07 00:00:00.000000000,13:59:00,Biblioteca Pública Las Ferias,Engativa,Cra. 69j #73-30,áreas de lectura,6.0,S,No habia luz,14.0,24.0,11.0,16.333333333333332,93.2,89.4,74.7,85.76666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantilla_recoleccion_Bibliotecas_Bogota_Luz_Ruido_WiFi_SantiagoRamos-KalellZuñiga.xlsx,Registro,2026-04-14 13:59:00.000,Tarde,500,False,False,False,0.0,0.0
